sentence_id	sentence	sentence_domain	source
6d4d70284433b8f162ee5d7dc653b9e32d81a5ff8f3184945001dad4517581c3	"Zientzialari horien dazlanak ez dira inoren barrena inarrosteko gai. 
"	general	Norberaren aipua
6e551c917dfb225a8254d0dfbbc84af0cf187674b88483242498f358cfa5c0eb	Ni kevin deitzen naiz.		Norberaren aipua
6e6fccd76735d03f3a0e23626c03c83ce752092182ec98b38d8b72d04777971a	Mugikortasuna sustatu, nahi dute irakaskuntzan arrakasta duten ezagupenen eta esperientzien trukea bultzatzeko.		Norberaren aipua
6e8f7bfe8db68e40c56e7d94bd6a68c45e4222110e691d66601bd75d07591625	Hurrengo ikasturterako hezkuntza-programazioa aurkeztu dute.	general	Norberaren aipua
6f154578b672408d871c0f20380a80b86ded5f0999bc68d077cf2b50703add48	Hainbatek dioenez, kolaborazio publiko-pribatuak gehiago du kolatik boraziotik baino. Txantxa da.		Norberaren aipua
6f84018ffe7d6042b945a950660ad2bb1a77e93cbabca16db4545eaa940d939e	Mediterraneoaren inguruan hedatu zen ssare komertziala.		Norberaren aipua
6fb58ec7dcec813b68c7d2e9e87662499dd38adb2cb3c76a7eb3168d7e0c306c	Begietatik Lakarrak kentzen ari da.		Norberaren aipua
6fed7ada68d04dbf276ad6ecf7d110de7732f1fad3b824547c7e4cb7c90a27b7	Baina txartelarekin ordaindu dezakegubez, ez dugu dirurik behar.		Norberaren aipua
701f1e10992ca03a5f266af2cbf7a3d81e5641570c1492db4e19ff7d6ecf6b7b	Geroago, lasterkaria goera larrian ospitaleratu behar izan zuten.		Norberaren aipua
7167d1288f236632b162e65ef105d5527c78a046ceb174bc925c7e46c39bffc8	Belaontzia itsasoaren barna abiatu zen		Asmatua
718e4dd03ca787623dc7cdf8282e231ba255e03793095714572be008edfef5ab	"Berri tamalgarriak ezagutarazi dizkigute.
"	general	Norberaren aipua
719806de22ca4cb6f7769f6e1b4cf92b2ec4a90e14af2e9fbd3bbabe53a4d804	"Kontuan hartu sintomak zituela.
"	general	Norberaren aipua
71cadf5a341652777aaa17a472368643366fc0336e66f403db15034bc9cff4f6	Dirurik bat ere barik garatu gara.		Norberaren aipua
71f283b1b49ff16cc346395f9b9cbffcc127c81d795a268881c99a0450cce1f1	Hiru bildots bat eta bi aratxe dituzte salgai.		Norberaren aipua
7243a321bc71b4c0a36ac3652be935a344c6f39bb2c4c7d06e421008e8716bb7	"Ez da etorri, ez omen baitzuen denborarik. 
"	general	Norberaren aipua
7247b8465efd447f2bdd4b5dfe06d7705a90bdd6bae03023f7a79f1c318769f0	"Herriz herri oinez ibili ziren.
"	general	Norberaren aipua
725b35c12b998c3758d647c1e50538c41461efa0bbb9af662d3e5eca5bb299bd	Amak etxe azpiako farmazian egiten du lan		wikipedia
72e933866988007594fcb2917f87d6d721acfd724d0d9b0c1ceacefcf8a78789	Horri buruz informaziorik ba al duzu?	general	Norberaren aipua
72edb8ecb0627440b2b044008db187f75bafd6c4a722c691165db3d0e0fb9122	Comment faire une citation ?		common voice
7354e474296ed740ccf170f5932d692c48f4ebf7a9ab07df2de84b0f4f053050	Horrelakorik ikusiak ziren lehenago ere.	general	Norberaren aipua
73882d7ff5a5c511d38fd6e8708c2becb7400c12433e7b6da44338840344e326	"Ez dut uste animalien bosten bat hilko zenik.
"	general	Norberaren aipua
73b02dd3f8100c2646d1d8e41d7aa07c116620d4f391ce77bb6c65b6c0c7f194	Argentinako memoriak ikarri zizkion gogora.		Norberaren aipua
73c970f140f2d16ba6634cac5eaeeaaee6bd38e77f25243f847661169f8f95c1	Lotarako leku baten bila bazabiltzate, herri txikia eta lasai gomendatuko nuke.		Pertsonala 
73e8a3e7b66bb63b99720ace69d9eae08da6e5e14826b91ec739a10079642ef6	Ohiurik gabe hitz egin, mesedez.		Norberaren aipua
7460e48979a61e0a4bff3f31de5dea3288a3f3bd54afc09a380dfbbf93941f8c	Horrek eragin nabarmena du kliman eta ingurumenean.	general	Norberaren aipua
74dbc94dd15bdea14de0b87f35b5d800a03ae2de216f3f27c979a6f70b83dea2	Behin barruan zaudela, zabiltza kontuz.		Norberaren aipua
752a65b0e0fca6387c6a5d6b7745b0057c33ae9b353969ebb384221cdf8647f3	"Eztia bezain gozoa da.
"	general	Norberaren aipua
7557e08cda53422c54d598e6e1e53649a801d9833f23b4de2c8856a51da61b8e	Basora joan nintzan azken aldian guztiz urratuta heldu nintzan etxera.		Neurea
75c3478c4cc803b9d5b44848c1f9d4c25c1bc2eb3c9710376ff3e0b9860722e4	Zergatik dakite estoniarrek gu nor garen eta guk ez dugu haien berririk?		Norberaren aipua
762b0fffcbe984d979ddcdd49206d9df25cb4631a886b36c594f8e57a8bc2acc	¡ Y yo tambien lo recordare!		Gazte liburua DBH3
766e219c0bf039fcda4f40c0114672a17b96c3c92e8d8647b1e9dfc240a0d0e1	Aze bertsoa bota duena burusoil gazteak, harrituta nago.		Neurea
7684ba23d306a1ccf87f47ba5cbfd3b6049e8763fda813287796446106591b2f	"Ba horixe, edari alkoholduna dela.
"	general	Norberaren aipua
768db4e49fa8ab2451fee03fa2e3876d655f457d2bea9bad5c03a86ca27b9dd4	Labe eletriko bat da.	general	Norberaren aipua
769de3378613e1cf2479bd1575bbb3a617491d2744d076c29f95a05737f74ec6	Has gaitezen ba.	general	Norberaren aipua
76b9110004b6104a3b8f1bfc5f22f52bbb90c2c25a4c61a79849aa96af9e1331	Nolako ohiuak, horiek!		norberaren aipua
76f3fb67e70a694263178ea4a318dda2580d8db78e95b90d092b3f54db404eb2	Reggae musika entzungo balu, lasaiago biziko liteke.		Norberaren aipua
777efaaaff8308a25ac50b0256218318305ec971bc13bfa7e5cd540dac0f043f	"Hitz ezti-mingotsak eskaini zizkion.
"	general	Norberaren aipua
77d0793573bd1eed853c5de374b2a09c5b8bf52adb5e9cec73b446af7048c4ac	Izaki begibakarra zen.	general	Norberaren aipua
77f60073491a1f8696efdb2bb19f83700332b0644ee14cbc52154e6176429e68	Onetsi da unibertsitatean ohorezko sariak emateko araudiaren aldaketa.	general	Norberaren aipua
78662474f307e7dc1cb808e194bbaa66e133e16316b45404cc0d482a258120ec	Zer duzu?	general	Norberaren aipua
78689bee9ea1393cc9b38eef52bc62bf217f0d30b50a1944569468b1820db55f	Unitate morfologikoa da izaki bizidunen egitura guztiak.		DBH 3 Biologia eta Geologia
78c3334e8924d7be59ea03fcf01d8b61bb613540e0e904451a90e8585cbd72ff	hondartzara joatea gustoko dut		internet
790a548fc5f4582d737c2656183649845db4f85e72c1a8073033655b6235e60b	Lan honetan hasiberria naiz.	general	n
792a3d5d3e0035ee48158c2e0a212221373b826d2bce1f9f288af5a3a5bce340	Feminismoak ezin du du langileria klasea zatitu, kangileria klasea zatituta dagoelako.		Norberaren aipua
79426185ae12816b62e813fc2357aea0e494b0fad62bff64213be6e788a43a0f	Gaur ponderazio parametroen balioen aldaketa onetsi da.	general	Norberaren aipua
79449609f1cf42a630dd064fa107952cc5c8e82ab5318e411eb199fde3bfd839	Esaldiak ongi egotearekin balio du; ezta?		Pentsau dudan zeait
79a7293e80e7dd88dc675e3f6be0b75f94cc58682bacd4773f4ff53310fdb3f4	"Hiriz hiri garraitu zuten zirkua.
"	general	Norberaren aipua
79b56de180eba906fda4a1b077965a7558a61d447c16a472732e880a46e09162	Zergatik ez daukazu landararik etxe barruan?		Norberaren aipua
79b766e52fee9b728bfa6e18c143163d112487775e3072d468fa695eec65b130	"Zalantzatan egon omen zinen bukatu edo ez bukatu.
"		Norberaren aipua
7a8269a81642031b83b31cc720f085edae7bb32f9cbdd90fe98ae586e42d1f42	Absidea estilo neo-gotikoan hasi zen, baina bertan behera utzi zuten proiektua.	general	Norberaren aipua
7ad8dd48bf509ea6e028b2da01166078a9d006ac67510011c0d1fec6bcee1cae	"Berrogeita hamalau kritika idatzi zizkioten.
"	general	Norberaren aipua
7ae5880a0a244705c1f4c837d27bdfaeb02b9cc995a17218d6b34aaf8a884634	Urrun daude elkar maite genuen egunak.		https://www.euskaltzaindia.eus/index.php?option=com_hiztegianbilatu&task=bilaketa&Itemid=1693&lang=eu&nondik=0&zenbat=100&non=osagaiakHasi&query=urrun&subcMota=&pos=&usgDomain=&usgGeo=&usgBeste=&usgReg=
7af50bbd76627340575d60676751b5629d5542559a4da9c8ab21917d2cb675f7	"Irakur dezazula esan dizut.
"	general	Norberaren aipua
7b2bfb23eb4a8d62b87e0466c31c7c0de016a0735a5b21766b2f26557c1a96fc	Are gehiago, gerrillak boterea hartu du.	general	Norberaren aipua
7b64cdfa3b17963031c2a8512120e668b1599d42db0f30ac1693329c30e12487	Bere aurpegiak daletxearen egoera deskribatzen du.		norberaren aipua
7b89b1d8f6767772003a0d31f291a672e0c465a02564badd311ad9cf5e80fb89	Bileran izan ginenok ondotxo dakigu nork esan zuen hori.	general	Norberaren aipua
7bc553a99d3a4254688678e55f7ca6300281d335ff367386a63f488db82bf37d	Mundu erreala analogikoa da.	technology_robotics	Norberaren aipua
7bda81834a6641bdfd3de07c4b6b32eb3067e493d76d6eee1fc1d4673b1a394e	Bigarren solairuan, generoaren gaiarekin lotutako hautaketa bibliografiko bat egin dugu.	general	Norberaren aipua
7c03f2e222f0e58a153f2204c7082416bb451d32a6b2e8af9d5b79468739fa0e	Gero eta esnari handiagoa dago enpresek balio ekonomikoa ez ezik, bestelakoa ere sor dezaten		Lantegi Batuak
7c29c87649e8cb922e984e9085647c98e89b3d8f44736b570e9522204e46c85f	"Entzun bozgorailu horien mezua.
"	general	Norberaren aipua
7c6100cc5802a114c71037262b3c3d1c77d24b7c2bda47530aaf934d975c0f7d	"Kontuz ibil gaitezen esan digute.
"	general	Norberaren aipua
7ca369289c20bed59ba0413e0b96f1c5e2c4c45518eeab0464d3451cba88f287	Arkeologiari esker Kolon Ameriketara iritsi zurreko zibilizazio askoren berri dugu gaur egun.		norberaren aipua
7ca983f5213545491404e84fd4f386d3750c9e1ed0d2b35a8390a6bd8ae70ab6	Ez zait jolas hay gustatzen.		Nirea
7cce425d2da7b31e9c558b25d87d16b3ef233f689028039197e09c687f822cce	"Ikasleei gela zikina garbiarazi zieten.
"	general	Norberaren aipua
7cf0a5132641c658791e1758a9b4add6c05edbc855d89aae8fd58cb40b3ad079	Horrela ihardetsiko zidala jakiten banu ez niokeen fitsik erranen.		Norberaren aipua
7d2b8e49d4c60c7c4e22801cf724579ee5a1f9a55e2ecb2d40a41958eb566443	Ume horiek ez zuen horrelakorik egin nahi.		Norberaren aipua
7d2e381f833bfe53adaceb920a3ccbb7c5666d4d21abff2b150c01f3443ef94a	Egun on, jakinarazten dizuet batzordea ospatuko dela.	general	Norberaren aipua
7d57f9c7d40da14aca6dfd7b03eef9470cc4c5135801f1edeab02a5916308698	Ez zituzten gobernu kontseiluaren bilerako erabakiak azaldu.	general	Norberaren aipua
7e25d50b08d19e9087028e193e175601005ffbcb0a9a3e0f17d8d6daf63577cc	"Zaudete hor!
"	general	Norberaren aipua
7e8540f48a9640cc3bcac6998f73ce06389afa838634bcb03462e8271bd20ead	"Guraizaz mozten dut.
"		Norberaren aipua
7ef2af82267b7cea6fb57749004e62cd14771e7b716e93d46d03a51fd2263417	"Nekatuta dagoen arrean, jendearen aurrean agerrarazi dute. 
"	general	Norberaren aipua
7f10aeb9424500d97ff59a4b3befe7073ec8cdded948595689c9e1432dca1967	Lo gurea daukat		maiderretik
7f38253a28452b4b8154b1362bf3df958778297493f5a38767ffd811be78e690	Txakur txiki bat daukat eta egunero kalera atera behar zaio, baita janaria eman..		Txakurra
7f53975db84fc9ebeba9845c63c1e4eea827c0c4a9d2f05ab838439a0827f71b	"Deitzen duzunean telefonoa hartuko dut.
"		Norberaren aipua
7f8119574f0d2d6fce9868953881fcc17a44ea9c7c82d95adf6176864e5e3167	"Zuhaitzak baino ez zituzten landatu nahi.
"	general	Norberaren aipua
7fed282baf67274d3e8b814ac7cd1c1db0733252258c7561c153d10bea2825f4	Hurrengo grafikoan honen froga ikus daiteke.	general	https://eu.wikipedia.org/wiki/Ahozko_kodegailu-deskodegailu
7ffbcd25789ae9764ecec98a3263e65064472d152cb966842265234318d6033b	Bai eskatuko dizute nekazaritza ekologikoan onartuta dagoen salda bordelesa erosteko?		https://librezale.eus/wiki/Common_Voice_proiekturako_bost_mila_esaldi_behar_dugu_jabetza_publikoan#Argia_aldizkaritik_bildutakoak_.283.900_esaldi.29
80cf2159b44ba43a8c1a2c7437674b58d07f555f4d73f5a49657434a45e97e4c	Denok, eta hare eta gehiago irakasleok praktikan jarri beharrekoa da.		Norberaren aipua
8114e714003f057760e5d467b17f660a509f3e5d82074152dc00d30eab7ad397	"Azken asteotan buruko minez ibili da.
"	general	Norberaren aipua
8143442aec2a79429b81a141d1cc582db72e6a9f1a3e785fa5cad7923389e3fc	"Ezinezkoa da merkantzia saltzea.
"	general	Norberaren aipua
81d04f03dbfbda4801f311a52e2ee53d02512df4e05123103d1590244e3d7ffd	Onetsi da otsailaren seian egindako bileraren akta.	general	Norberaren aipua
820ee20917a49e9dc9ab4cdfd20272bd248886748e7441ee78a2fae55c03a392	Goze naiz, ez ordea, egarri.		Norberaren aipua
824d6a336ae0c32c7c57a81a94045381baf78ba25352ce3d4f51ae709a55d49b	Seme-alabak ilargiraino eta bueltan maite zituzten.	general	Norberaren aipua
826a9ba4abfdc40b1fbe316c363018ee151b6bd4033c0bf27d3891dfb703df18	Berandu iristekotan, ez naiz sartuko.	general	Norberaren aipua
82dcab4b9e64bcbc800b4c4d228b6821855a07f627fd2f0a5d3537e0c27a6bc0	Historikoki literatura maskulinoarekin lotu izan da eta ausartzen emakume gutxi batzuk marjinatu egin zituzten. 		https://eu.wikipedia.org/wiki/Emakume_idazleak
8335543852eb18e7309ee4f45db3554bcd79de12f4d1d528a0a5547bd63ece51	"Jakinarazten dizuegu Gobernu Kontseiluak bilera arruntean erabaki hauek hartu dituela.
"	general	Norberaren aipua
83d8578e5e195ace0fabe74d51f9daaa0c825e1c8910a18060f433ee7143a93b	Otsoak aintzakotzat artu zuen zurrumurrua		Nik sortua
83f6d7fd159a048d32da7aaa5759d70323b4ad4523b3c086424657ea0a6a3bcc	Mezu honen bidez ohartarazten dizugu erabiltzaileak partaidea egin zaituela gure gunean.		Norberaren aipua
843d3241cf519405652e7b153d1353ed10357592559ebfb90f3b85d2e58ee8d7	Bere berrogehigarren urtebetetzean  bizitza ospatzeko gogoz zebilen.		Norberaren aipua
846aa9a69dfd0d0144c277cf5d1ae304bdbcbda656961d1fb7d332c9728444aa	Euskaldunak munduan milioi bat inguru gara.	general	Norberaren aipua
847a2e55fef0f2728c609c049584d573c7eb88da4cf69360abfa0c317dc17b69	Pablok nitaz paso egiten du.	general	Norberaren aipua
84c44e553a16a5675b0e20f3abd3ab5a874e8b335d7612c59e3e4c58de1b7c62	"Unibertso paralelo batean bizi da.
"	general	Norberaren aipua
84e4c0562b8ed5e8c5c85eeb4181138a9f10c9de2bdc094b0b5a773f424c9be1	Nire ondoan eserita dagoen arratoiak aldaketako mina du; ez dakit noren errua den.		asmatu egin dut
853f1764d159aae4acdc554438a4058b49106a2bda3ecc075cd620ddb6d40927	Bizkaiko metalgintza oinarrizko itun bat egin du, eta greba ezeztatu.		berria
85775b07869449cc56cb6737ac8c6b798597b0c74baf6b1b98d50ff67bc23d9e	Hori da abiadura daramakiena auto gorriak.		Neurea
85ed4f05578b45519a4e3e443ab4b9410a4dc49cfcb41028eaa8fb7b690fdbe2	"Eser zaitezte.
"	general	Norberaren aipua
85f865f6da1448cb2bd57f5c8c9b5cf7f77fa30b08b9784f684494c7116007ab	Ze enbidia!	general	Norberaren aipua
86454a9d42a25de5a7051f2ab64ed11ceb41636b1818965f0d8d9b10e7013467	ibaiek gainezka egin dute eta uholdea sortu da		natura
864b87151a6cbbc34396ce87ede4bd12c9eeaea3eff8d785871e948b4f2f560b	Zaratak ez naute lo egiten utzi.		Norberaren aipua
864eee7f52069f97d4cb882ce1aa5bf40fa37454c3a848c07b4d9086cf0c543b	Lagun asko edukitzeak onura asko izan arren, arazo asko ekar ditzazkete.		Lagunak
866366d0ecd10e2e856bda40fc83f21dba992bc410be6832dcef8eb6d15c91b0	Matematikakoa, Gizarte Zientzietakoa zein Biologia-Geologiakoa denok gara euskara irakasle.		Nirea
8664eba893ffb45b982a120097f17a9d42bdc8dcc442321fcedfffe703e865e1	Itsasgizon zahar batek horrela kontatu zidan.	general	Norberaren aipua
8695e0983f739202a121a730631d1bf022309d7c9c659b0e826259d43b98e9de	Zerbait analogiko egiten duena da balio biren arteko balio kopurua amaigabea izatea	technology_robotics	https://eu.wikipedia.org/wiki/Ahozko_kodegailu-deskodegailu
86bffcebe219aa6a0cec92fd244467209f96aa95db28eb1b79ab6b8bedffa978	Hurrengo sei hilabetean azterketa psikologiko hartan segitu zuen lanean.		Norberaren aipua
86ea1204eacde5effe4fddef6aee65635f9c8dcaebd7ed44b0e976335853dece	Kantatzera noakik pena bihotzean		Erramunen lerroat
86ff48c38bbb75af03b65205402f2a5c554aa67c1633963962fdb026a95c0849	Tenperatura, soinua eta argitasunaren balioak, esaterako, seinale analogikoen bidez adierazten ditugu.  	technology_robotics	Norberaren aipua
87290697968573f61a67d8efcd56e7449622c527290b305df554cd1075657af2	Bakoitza bere zoroak bizi du.		iturria: Berria
875c2a03b85d092e50218846c5d8c8c025eb12e8595477e805cb54f37a1c6c5d	Gure ametxsk gida gaitzatela		Norberaren aipua
88e550151e9154083023bc475de5f9927598601e6d79d0d9958ec04a35d50a9a	"Gelaz gela egitasmoa planteatu zuten.
"	general	Norberaren aipua
89363a562f1e8f98aac7c3196c58cdc7c20169075d0eec953233bb6cedc7da8b	"Onetsi da martxoaren zazpian egindako bileraren akta.
"	general	Norberaren aipua
89415935d62500765ff22f1ec9aeda2597c8fc5ef88a9381393ff535b1b07128	"Adar-jotze handia izan zen hura.
"	general	Norberaren aipua
898479073b1b4ea33b1037c96f6ed9782ae7fa92e3e63288fba3be3c4d7d621d	Gogoan izan, edozer gauza esango dizu horrek, niri galdetu.	general	Norberaren aipua
8a1d7a170be02d6a0933ffa877cc147b1ccf52ef81cd58082e0168bcbacfe50f	Ezintasun fisikoa, psikikoa edo mentalak dituzten neska-mutil beren duintasuna bermatuta izateko eskubidea dute.		Norberaren aipua
8a1ec254cb85e1b8bbe2921dc4f0e7c10684952b5fb747cb39636579830bb279	Kartografiaz baliatzen dira ikertzaileak aliantzaren guneen arloetan sinergiak bilatzeko.	general	Norberaren aipua
8b2c7526a0757cba096e2ec4011d098a82f5d91b8ba9a0fbb5b9e7229bc1f2e3	"Jarri berokia, hotzak egongo zara eta.
"	general	Norberaren aipua
8b65763f14139a426ea0194905cd745ea63616b4f592da35e333ade3cdf904ad	Kaixo.	general	Norberaren aipua
8b8a6acae16cfdf7fd46678df269f5e78af3f9abdc08d653c9ab7d824d6838b6	Tailerrean parte hartzeko aldz aurretik izena eman behar da.		norberaren aipua
8baedf06d6e6914c4c21d1749cbad1668059bcc916e0d93489d8b407fd240a52	Eguraldi txarra dago; gaur atermia hartuko dut		Norberaren aipua
8c35a2a4c30852ca2090fd1a21873524022df69ca4a70cb0304ea65aaa214624	Sanferminetan arropa zuri-gorriak erabiltzen dira.	general	Norberaren aipua
8c662b6935d41a99097d9895f8af7b2ae387695e2bbd1bfa8df2eb894905c482	Ergel hutsa da.	general	Norberaren aipua
8c66c5df30406fcc3a0a15388f98e196c60fc3914becec347487307f0d1821be	Nik soiketan mina hartu dut.		NI
8c8639ee67d563c9c0f380032d95af5663ea2593dde50d93ffc6e93665a3aec1	Lasai egon daiteke, hiztegiak irakur baititzake.	general	Norberaren aipua
8c8c2680484e0087af307af49e94e0c312be1bf8fd7a5483f10e1b7ff1967455	Artearen historian zehar, eskutatuak izandako obra zein artistak ere aditzera emango zaizkie.		Nirea
8cff518a8294ad6710c161bf5ef7c9c164f96062526c19b19a50ed2454c5c597	"Ez diote baimenik emango.
"	general	Norberaren aipua
8d0419048850f7d92360874b3440658bcba466724cf048bcfe90de2b3e14a072	Suizan izana da. 	general	Norberaren aipua
8d0ece5fe0a64893ef424ad23e1a3aba1258c338778af753ac4ca75b70f1285d	"Langileen ehuneko berrogeita bederatzik baietz erantzun zuten.
"	general	Norberaren aipua
8d2785e54a22c7339aa8d24fba9c3bb68089e1bd71b9ca4434e53129e9f63c0b	Lehen Mundu Gerran, hainbat buruzagij bakea bermatzeko mundu mailako erakunde baten alde egin zuten.		Norberaren aipua
8d563d36a9e552b96eb2cb5f5628449d18afc72503439ba4c10cf61300b3e7a2	"Gainontzeko webgunean zabalak dira.
"	general	Norberaren aipua
8d9770933506d29b35d3f5d8b666bfdbccd8cda03da1953717eca159e6039db3	Komikia ahalik ongiena apaindu behar da.	general	Norberaren aipua
8d97b0461a12bd736f6e1bcaf8aaceabf92d8d765eaae5264bb94d07ebf07f21	"Garagardoa musu-truk eskaini zioten.
"	general	Norberaren aipua
8dd9d653e690e15127dc70a16bb65fd5dfde2e3fa506492a005b0b733f5ccf29	Hizkuntza gutxiagotuak garrantzitsuak izan behar dute mundu digital honetan		Norberak egina
8e21f080ebd3ef24e251c1b825abb49cdb0d12d60798224051b255a206289b56	Kontserbak gorde aurreik, ontziei etiketak jarri behar zaizkie, eta noiz egin ziren idatzi.		Consumer aldizkaria
8e7b7e3601c5a789fa7680f3f9610cde0ca6f3b8da67d2bdd53f2e31aabdc61a	Absidea eliza baten burualdean dagoen zatiari deritzo.	general	Norberaren aipua
8e80698bc882d7b7689de6390ec39618b261eb10a825d693974284c789fc95eb	"Hori zure kontu utziko dut.
"	general	Norberaren aipua
8e8af6a537b512ff24372e0f4c785a4b7d0b0a3a5a760eda046659cbc7aa61aa	Ikusiak ditut hitzezko judizioko auto hauek.	general	Norberaren aipua
8eb9d0b410d21f9b29e5fa6f1dfcc787efa003ee58626dc1f30cc130c9f4e5e8	Arrakala digitala.	general	Norberaren aipua
8f49f8a637def4db5e668900706ec2d992bedb894e0c6e73f0267e6f49ba1f38	Mutilaren arabera, ikusiak ditugu bere trebezia guztiak.	general	Norberaren aipua
8f5270f7abcfaad2a143c5729492260b4ef13c67b5046f466d6a12fea2329af6	Bigarren Mundu Gerraren ostean, estatuen arteko gatazkak diplomatikoki konpontzeko foro zabalaeratzeko beharra ikusi zuten. 		Norberaren aipua
8f75481758984f36fdbdef8db92e43a99735f0aa6c8d9538f916e3fe18142101	"Denon artean konpondu beharko dugu arazoa.
"	general	Norberaren aipua
8f9f4353af9ff286007ea78f568af5cecf3ae5c1c23e97fad69da32b32ff8a36	ur putzuetan plisti-plasta zebiltzan.	general	Norberaren aipua
8fdb093f3e48681fb07dc67a4380236c2c19a427dba2ece657f1afb7e443489b	Ahozko kodegailua hotsa duten audio digitaleko seinaleen datuak konprimitzeko erabiltzen da.	general	https://eu.wikipedia.org/wiki/Ahozko_kodegailu-deskodegailu
904bfb04078470dc9a30b4b77c013c3a1139902d24c4c879c9d6cb86b6973696	Ez dakti non nagoen.		Norberaren aipua
90eb13651369e5c3589b9bafd2565e79147dde37fe7cc18abede19418ea58be9	Azken lau urteotan, ez da gorabeherarik izan euskararen kale-erabilera orokorrean.	general	Norberaren aipua
91c0e104e4df9e2380a9591dd216776b41522216158fb78f08e9f71b0494c589	Etxez etxe eskean ibili ziren.	general	Norberaren aipua
9257e77d76e5daa1b5bbc144cba69de464e4098b46c379df3136270720ed3d58	Baita zuri ere.	general	Norberaren aipua
92942b3d1326b6b16ab0d9cd8be65e44ed82e64bfe5210d64203276d356dda83	Etor zaitez, besarka zaitzadan.	general	Norberaren aipua
92e0788e40a7aef82f8fda86219cbce4d6e5d566fb473c2dc6cd8b3244853c22	Ikasketa guztiak A ereduan egin zituen, garai hartan.	general	Norberaren aipua
932bfed569ba1b4ffee1a9e8c261297eadf09ece4cc038d5bbc3ad6c90bdec1c	Haizeak dantzan dabiltza hostoak		Neurea
943dd0311e4a169b371990426fcb843ec5bb043ebbc96ced25a414594e2866bc	"Irteera digitalak: ledak, serboak, burrunbagailuak eta abar.
"	general	Norberaren aipua
9531970707e43a122b3c7a7ba9670382b819508de8ab1547c9fe2c228f95efdb	Uste dut prestakuntza digitala eman nahi zietela.	general	Norberaren aipua
955a54d35e45979e69327cf832d6b668fd22db84229a4bc5eed0c21c4dfcf5e0	"Biratu ezkerretarantz.
"	general	Norberaren aipua
958d7dd262f1faf1065f5de04a984acfdd51eac4309ba11850fac82e1f453bf7	Erakusketa itsas garraioari buruzkoa da.	general	Norberaren aipua
95bf693994bed9e944b6f95eb5568e968683505038c503f44a00289574c8e2b3	Hur da munduko oberena?	general	Norberaren aipua
96372bae67add90c0bdd3bb6a7a8a8ecfc52cad128737dfbf9264bf0532134ee	"Analogikoa ala digitala?
"	general	Norberaren aipua
964b23929451f3de2fef47423a6a143fc850202803a43ef3dbb73d2c1b5cb78c	"Gainontzeko animaliak lurrean bizi dira.
"	general	Norberaren aipua
968718d3827b0f0ce6582c4ad1c2b089da70bc4a3ea7f66b72e86b56d32734b8	Ezagutzen ditugu auto hauek, zeinek, zortzi zenbakiz bideratu baitira.	general	Norberaren aipua
969437ce395061b13e2de3960d49dc90e29fca2c57e36453b0e4f7e73df6c1b6	"Guraizen bila joan da.
"	general	Norberaren aipua
970954ac2276a4570d18f8c8b56b2a150f1a3ed9bc14eeb3d377c674b4522a9f	"kaixo, egunon gaur egun oso ona izango da, paseo bat ematera goaz
"		nire burutik
971551d479c8d2f451b21ffbb68939fde93937efb35e558fa47bf6dc14913a67	Fenomeno digitalak aztertzean, kopuru amaigaberik ez duen balio bati egiten zaio erreferentzia.	general	Norberaren aipua
97782c12d453257955ba6fe5c15e450f25a0380b06164a9ef4e5a7c194bc4efc	Kaixo Ainhoa, zermoduz?		Lagunartekoa.
97c9e8fc6dd1b6194a4ebd2cbd01153514cdcc0e4342c685a0e5bbef60b69ea1	Beroaldi batean astakeriak bota zituen.	general	Norberaren aipua
97fd0bb5ec846d97aa2bb26a7fc5b815ad97fe7ab1b53cb928671d21c3e3f236	Ni desastre hutsa naiz.	general	Norberaren aipua
980a84a4a9b6516745fb97c46d0db37f9cf978de0bcf9cf7e766f2302277513e	Bertze plantemendu bat eman behar zaio erakargarriago izateko eta gehiago ikasteko.	general	Norberaren aipua
9832d578ec4bac248425e0269114f5c1e418701c6d95beece0f6b73775afcf59	Araua derrigorrez betearazi zuten.	general	Norberaren aipua
98ab3be54ae7a6180d7862e95c56ce5f13a7306b1141dab03307fac35816569f	"Usain txarra darizu, barkatu.
"	general	Norberaren aipua
99620757f719ae513160c2973a5276ed204c2d68d89ff0bb832e0d289473c81d	"Jendearen borondatearen kontra, krisia iraunarazi zuten.
"	general	Norberaren aipua
9980194c7669646d456fea06cd051124d2d3570311dee06bbe196f5cc62a19cb	"Dagoeneko proba guztiak pasa ditu.
"	general	Norberaren aipua
99c7211a26c5ab919cecd5d12594a7161b08858452a8f0b25bf91e504b7e44ea	Zuzenketa egunak kontuan hartuko ditugu.g	general	Norberaren aipua
9a4a1de8f0ebbb97630779ba19048149cc872a79c34c1f653cc45eb1d6c41804	Ez dituzte hauteskundeeako emaitzak errespetsatzen.		Norberaren aipua
9a9b09534ed8578f0842bd8e6ff46892059c5b473b25a223abf47ac4eaa34885	Zelularrak jo zion.		Ezer gabe hobe, Itxaro Borda, 2009
9a9febf0c9b6d3f893d11a3261b81fb2962e2d70a1b460a55ba91ebddbcb33b7	Esan zidan gustuko nauela.	general	Norberaren aipua
9ad55f3ed7541cef45e4552f9e0c5f576452135eef3130b2e4786bd0c834b0a1	"Hasieran pertsona hoztzat hartu zuten.
"	general	Norberaren aipua
